store_name,phone_numbers,website,cashback_percentage,rating,rating_count,categories,main_category,active,instagram,facebook,notes,city,district,street,house,address_notes,coordinates,operating_hours,total_locations
Zəfər Tibb Mərkəzi,"+994512906611, +994512906617",http://zeferclinic.az/,4.0,,0,Gözəllik və sağlamlıq | Tibb mərkəzləri və klinikalar | Tibb laboratoriyaları,Gözəllik və sağlamlıq,True,https://www.instagram.com/zeferclinic/,https://www.facebook.com/people/Z%C9%99f%C9%99r-Clinic/100094759412663/?mibextid=ZbWKwL,Sağlamlıq mərkəzi,Bakı,Yasamal,Şəfayət Mehdiyev,129,Mirvari Park Residence,"40.383068,49.815901",mon: 08:00-18:00; tue: 08:00-18:00; wed: 08:00-18:00; thu: 08:00-18:00; fri: 08:00-18:00; sat: 08:00-18:00; sun: 08:00-18:00,1
Buzovna  Electronics,,,2.0,,0,Qurğu və texnologiyalar | Məişət texnikası | Ev və məişət | Məişət texnikası,Qurğu və texnologiyalar,True,https://www.instagram.com/buzovna.electronics/,,,Bakı,Xəzər,Güloğlan Məmmədov,12,,"40.524502,50.099954",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Luxury City Apartments,,,2.0,,0,Gəzinti və səyahətlər | Otellər,Gəzinti və səyahətlər,True,https://www.instagram.com/cityapartments_baku/,,,Bakı,Nərimanov,İsmayıl Hidayətzadə,172B,,"40.394475,49.873246",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
101 Qızılgül Baku,,,4.0,,0,İstirahət və əyləncə | Bayram üçün hər şey | Təbii güllər və hədiyyə buketləri,İstirahət və əyləncə,True,https://www.instagram.com/101qizilgul.baku/,,,Bakı,Nərimanov,Koroğlu Rəhimov,74C,Gənclik,"40.40054,49.858722",mon: 08:00-23:00; tue: 08:00-23:00; wed: 08:00-23:00; thu: 08:00-23:00; fri: 08:00-23:00; sat: 08:00-23:00; sun: 08:00-23:00,1
Alzone,,https://alzone.az/,2.0,,0,Qurğu və texnologiyalar | Məişət texnikası | Ev və məişət | Məişət texnikası | Məişət xidmətləri | Təmir və avadanlıqların qoşulması,Ev və məişət,True,https://www.instagram.com/alzone_aze/,https://www.facebook.com/profile.php?id=100083216052863,,Bakı,Xətai,Xaqani Rüstəmov,8,,"40.384206,49.880384",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
Tanin Wine & Coffee,,,2.0,,0,Restoran və kafelər | Restoran və kafelər | Bar və pablar | İstirahət və əyləncə | Əyləncə | Restoran və kafelər | Barlar və pablar,Restoran və kafelər,True,https://www.instagram.com/taninwineandcoffee/,,,Bakı,Səbail,Yusif Məmmədəliyev,20,,"40.370563,49.839528",mon: 18:00-01:00; tue: 18:30-01:00; wed: 18:00-01:00; thu: 18:00-01:00; fri: 18:00-01:00; sat: 18:00-01:00; sun: 18:00-01:00,1
Panika Qorxu Evi,,,2.0,,0,İstirahət və əyləncə | Əyləncə | Kvestlər,İstirahət və əyləncə,True,https://www.instagram.com/panikaqorxuevi/,,,Bakı,Nərimanov,Gülarə Qədirbəyova,27,"Heydər Əliyev Mərkəzi, GrandMart’ın arxası","40.393561,49.862295",mon: 12:00-00:00; tue: 12:00-00:00; wed: 12:00-00:00; thu: 12:00-00:00; fri: 12:00-00:00; sat: 12:00-00:00; sun: 12:00-00:00,1
EsShopBaku by Shohratli,,,3.0,,0,Qurğu və texnologiyalar | Audio avadanlıq və aksessuarlar | Oyun konsolları | Telefon və Cihazlar,Qurğu və texnologiyalar,True,https://www.instagram.com/esshopbaku/,,,Bakı,Nəsimi,Azadlıq prospekti,19,,"40.377237,49.848429",mon: 12:00-22:00; tue: 12:00-22:00; wed: 12:00-22:00; thu: 12:00-22:00; fri: 12:00-22:00; sat: 12:00-22:00; sun: 12:00-22:00,1
Korean Shop Baku,+994556611161,,10.0,,0,Moda və stil | Qadın aksesuarları | Kişi aksesuarları | Uşaq aksesuarları | İş və təhsil | Kitablar,Moda və stil,True,https://www.instagram.com/koreanshopbaku/,,Koreya və Kpop-a aid məhsulların satışı,Bakı,Səbail,Xaqani ,,Xaqani Ticarət Mərkəzi,"40.372116,49.839552",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Portal Games,,https://portalgames.az/,2.0,,0,İstirahət və əyləncə | Əyləncə | Oyun və əyləncələr,İstirahət və əyləncə,True,https://www.instagram.com/portalgames.az/,https://www.facebook.com/portalgames.az,,Bakı,Səbail,Xəqani,14/16,,"40.372757,49.843356",mon: 14:00-23:00; tue: 14:00-23:00; wed: 14:00-23:00; thu: 14:00-23:00; fri: 14:00-23:00; sat: 12:00-23:00; sun: 12:00-23:00,11
Baby Chick,,,2.0,,0,Moda və stil | Uşaq geyimləri | Uşaq ayaqqabıları | Uşaq aksesuarları | Uşaq və analara | Uşaq geyimləri | Uşaq ayaqqabıları | Uşaq aksesuarları,Uşaq və analara,True,https://www.instagram.com/babychick_baku/,,,Bakı,Yasamal,A.M.Şərifzadə,168,İnşaatçılar m/s yaxınlığı,"40.393299,49.802804",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,2
Beautech.az,,,2.0,,0,Gözəllik və sağlamlıq | Epilyasiya və depilyasiyası üçün məhsullar | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/beautech_az/,,,Bakı,Nəsimi,Tbilisi Prospekti,3007,20 Yanvar m/s,"40.401613,49.811012",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Ziebart Premium Baku,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtoyuma","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/ziebart_baku/,,,Bakı,Nərimanov,Əhməd Rəcəbli,3/9A,,"40.408898,49.860536",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
KoreiKo,,,3.0,,0,Gözəllik və sağlamlıq | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/koreiko.az/,,,Bakı,Nərimanov,Nazim Hacıyev,16F,,"40.401136,49.872418",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
Electro gallery,,,2.0,,0,Qurğu və texnologiyalar | Audio avadanlıq və aksessuarlar | Avtomobil elektronikası | Oyun konsolları | Telefon və Cihazlar,Qurğu və texnologiyalar,True,https://www.instagram.com/electro.gallery/?hl=en,,,Bakı,Nəsimi,28 may küçəsi,38,,"40.377264,49.849524",mon: 09:00-22:00; tue: 09:00-22:00; wed: 09:00-22:00; thu: 09:00-22:00; fri: 09:00-22:00; sat: 09:00-22:00; sun: 09:00-22:00,1
Velure Beauty Center,,,2.0,,0,Gözəllik və sağlamlıq | İdman və gözəllik xidmətləri,Gözəllik və sağlamlıq,True,https://www.instagram.com/velurecenter/,,,Bakı,Nərimanov,Aşıq Molla Cümə,103B,,"40.4031,49.864592",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Barber Shop Boy Cut,,,2.0,,0,Gözəllik və sağlamlıq | Kişi kosmetikası və təraş üçün aksesuarlar | Bərbərxanalar,Gözəllik və sağlamlıq,True,https://www.instagram.com/boycut_baku/,https://www.facebook.com/people/BoyCut-Baku/61560306970944/#,,Bakı,Nəsimi,Nizami,147B,Sahil Bağı yanı,"40.375447,49.848494",mon: 11:00-21:00; tue: 11:00-21:00; wed: 11:00-21:00; thu: 11:00-21:00; fri: 11:00-21:00; sat: 11:00-21:00; sun: 11:00-21:00,1
Mersi  Kosmetika,,,10.0,,0,Gözəllik və sağlamlıq | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/mersikosmetika/,,,Bakı,Xətai,Məhəmməd Hadi,375,Həzi Aslanov m/st (KFC ilə üzbəüz),"40.374464,49.954063",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Podium Baku,,,2.0,,0,Moda və stil | Kişi geyimləri | Kişi ayaqqabıları,Moda və stil,True,,,,Bakı,Səbail,Xəqani,,Xəqani Ticarət Mərkəzi (1ci mərtəbə),"40.372027,49.839703",mon: 10:30-21:30; tue: 10:30-21:30; wed: 10:30-21:30; thu: 10:30-21:00; fri: 10:30-21:30; sat: 10:30-21:30; sun: 10:30-21:30,1
360Kamera,,https://www.360kamera.az/,2.0,,0,"Avto, moto və digər nəqliyyat | Əlavə qurğular","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/360kamera.az/,,,Bakı,Nərimanov,Kazım Kazımzadə,13,,"40.387092,49.851325",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
A&N Optika,,,10.0,,0,Gözəllik və sağlamlıq | Optika | Eynəklər və kontakt linzalar,Gözəllik və sağlamlıq,True,https://www.instagram.com/an_optika/,,,Bakı,Sabunçu,Sakit Qocayev,1,,"40.418039,49.963526",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Madame Paris,,,2.0,,0,Gözəllik və sağlamlıq | İdman və gözəllik xidmətləri,Gözəllik və sağlamlıq,True,https://www.instagram.com/madameparisbeauty/,,,Bakı,Nəsimi,Bəşir Səfəroğlu,,,"40.375633,49.842546",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
HUB Gourmet Foods,+994555058120,,2.0,,0,Brendlər,Brendlər,True,https://www.instagram.com/gourmethub_official/,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Frango,+994516899925,,3.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/frangobaku/,,,Bakı,Xətai,Xudu Məmmədov,,Həzi Aslanov m/s-nın yaxınlığında,"40.371074,49.954286",mon: 10:00-23:30; tue: 10:00-23:30; wed: 10:00-23:30; thu: 10:00-23:30; fri: 10:00-23:30; sat: 10:00-23:30; sun: 10:00-23:30,1
Zoo magaza,,,2.0,,0,Ev və məişət | Ev heyvanları və heyvan ləvazimatları,Ev və məişət,True,https://www.instagram.com/stories/zooaptek.az/,,,Bakı,Yasamal,İnsaatçılar prospekti,70b,Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti ilə üzbəüz,"40.379391,49.821536",mon: 09:00-22:00; tue: 09:00-22:00; wed: 09:00-22:00; thu: 09:00-22:00; fri: 09:00-22:00; sat: 09:00-22:00; sun: 09:00-22:00,1
Evim Təmizlik,,,2.0,,0,Ev və məişət | Otaq təmizlənməsi,Ev və məişət,True,,,,Bakı,Xətai,Qaçaq Nəbi,,,"40.391362,49.957851",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Noba Avto,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Maşın hissələri | Avtokimya, avtokosmetika, avtoyağlar","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/nobaavto/,,,Bakı,Xətai,Babək prospekti,1,Maşın bazarı,"40.393405,49.937305",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
Onuchbaku,,,2.0,,0,Moda və stil | Qadın ayaqqabıları | Kişi ayaqqabıları,Moda və stil,True,https://www.instagram.com/onuchbaku/,,,Bakı,Nəsimi,Səməd Vurğun,34,AF Mall (1-ci giriş),"40.376449,49.841615",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
EuroSec,+994102342679,https://eurosec.az/,2.0,,0,Ev və məişət | Ev üçün təhlükəsizlik | Ağıllı ev,Ev və məişət,True,https://www.instagram.com/eurosec.az/,https://www.facebook.com/eurosec.az,,Bakı,Nərimanov,Koroğlu Rəhimov,3A/77,Gənclik m/s yaxınlığı,"40.402382,49.856885",mon: 09:30-18:30; tue: 09:30-18:30; wed: 09:30-18:30; thu: 09:30-18:30; fri: 09:30-18:30; sat: 09:30-18:30; sun: 09:30-18:30,1
Charlie Beer,,,3.0,,0,Restoran və kafelər | Bar və pablar | İstirahət və əyləncə | Əyləncə | Barlar və pablar,Restoran və kafelər,True,https://www.instagram.com/charliebeerrestaurant/,,,Bakı,Nizami,Elşən Süleymanov,47A,,"40.409525,49.957998",mon: 14:00-22:00; tue: 14:00-22:00; wed: 14:00-22:00; thu: 14:00-22:00; fri: 14:00-22:00; sat: 14:00-22:00; sun: 14:00-22:00,1
Mozabrick,,https://mozabrick.az/,2.0,,0,"İstirahət və əyləncə | Hobbi, kitablar",İstirahət və əyləncə,True,https://www.instagram.com/mozabrick.az/,https://www.facebook.com/mozabrickstore/,,Bakı,Nərimanov,Əhməd Rəcəbli,1/25,,"40.41488,49.858642",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00,1
All Coffee,,,3.0,,0,Restoran və kafelər | Kofe evləri | İstirahət və əyləncə | Əyləncə | Kofe evləri,Restoran və kafelər,True,https://www.instagram.com/allcoffeebaku/,,,Bakı,Yasamal,Ələsgər Ələkbərov,57C,Vergilər xidməti ilə üzbəüz,"40.372176,49.817724",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Azburger,,,2.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/azburgerchef/,,,Bakı,Nəsimi,Azadlıq prospekti,48a,,"40.380934,49.84691",mon: 11:00-00:00; tue: 11:00-00:00; wed: 11:00-00:00; thu: 11:00-00:00; fri: 11:00-00:00; sat: 11:00-00:00; sun: 11:00-00:00,1
MIT ACADEMY,,https://mitacademy.edu.az/,8.0,,0,İş və təhsil | Təhsil və inkişaf,İş və təhsil,True,https://www.instagram.com/mitacademy.az/,,,Bakı,Nəsimi,Rəşid Behbudov,71,,"40.384429,49.841645",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 12:00-20:00; sun: 12:00-20:00,1
Blinny Land,,,5.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/blinnyland.az/,,,Bakı,Nəsimi,Süleyman Rüstəm,54,,"40.389276,49.842034",mon: 10:00-23:00; tue: 10:00-23:00; wed: 10:00-23:00; thu: 10:00-23:00; fri: 10:00-23:00; sat: 10:00-23:00; sun: 10:00-23:00,1
Lumiere,,,7.0,,0,Gözəllik və sağlamlıq | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/lumiere.baku/,,,Bakı,Nizami,Heydər Əliyev prospekti,172,Koroğlu Bravo Hipermarket daxilində,"40.418943,49.914509",mon: 11:00-22:00; tue: 11:00-22:00; wed: 11:00-22:00; thu: 11:00-22:00; fri: 11:00-22:00; sat: 11:00-22:00; sun: 11:00-22:00,1
Cool Food,+994107237171,,3.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/coolfood.az/,,,Bakı,Səbail,Azərbaycan prospekti,1,,"40.369526,49.834365",mon: 09:00-23:00; tue: 09:00-23:00; wed: 09:00-23:00; thu: 09:00-23:00; fri: 09:00-23:00; sat: 09:00-23:00; sun: 09:00-23:00,1
Emosiya Beauty,,,3.0,,0,Gözəllik və sağlamlıq | Dekorativ kosmetika | Kosmetika və qulluq məhsulları | Gözəllik və sağlamlıq | Dekorativ kosmetika | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/emosiya.beauty/,,,Bakı,Nizami,Rüstəm Rüstəmov,21A,,"40.409079,49.93997",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Sheyxrose Baku,,,2.0,,0,İstirahət və əyləncə | Bayram üçün hər şey | Təbii güllər və hədiyyə buketləri,İstirahət və əyləncə,True,https://www.instagram.com/101qizilgul.az/,,,Bakı,Nəsimi,Məmməd Araz,23,Monte Napoleone yaxınlığı,"40.405187,49.837348",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
Korona Group,,,2.0,,0,Ev və məişət | Santexnika və su təchizatı | İstilik təchizatı və isti döşəmə | Sauna və hamam aksesuarları,Ev və məişət,True,https://www.instagram.com/karona_grup/,,,Bakı,Nizami,Qara Qarayev prospekti,41,,"40.405372,49.947181",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
Nisyə Təkər,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Disk və təkərlər","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/teker__kredit/,,,Bakı,Yasamal,Şərifzadə,,,"40.395565,49.801744",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,3
064 Təkər Evi,+994514116464,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Disk və təkərlər","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/tekerevi064/,,,Bakı,Nəsimi,Alı Mustafayev ,3,,"40.406739,49.815758",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,2
AG Triko,,,2.0,,0,Moda və stil | Kişi geyimləri,Moda və stil,True,https://www.instagram.com/a.g.triko/,,,Bakı,Qaradağ,Lökbatan qəsəbəsi,1,"Binə T/M ilə üzbəüz,Cənub Qapısı Yaşayış Kompleksi","40.310608,49.742199",mon: 09:00-22:00; tue: 09:00-22:00; wed: 09:00-22:00; thu: 09:00-22:00; fri: 09:00-22:00; sat: 09:00-22:00; sun: 09:00-22:00,1
Tekstil Baku 1,,,2.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/tekstil_baku1/,,,Bakı,Sabunçu,Səməd bəy Mehmandarov,38,,"40.421865,49.961291",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Biatoms.edu.az,,,2.0,,0,İş və təhsil | Təhsil və inkişaf,İş və təhsil,True,,,,Bakı,Yasamal,Əlibəy Hüseyzadə,59,Nizami m/st yaxınliğı,"40.379899,49.829469",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Penta,,,2.0,,0,Qurğu və texnologiyalar | Kompyuter texnikası və proqram təminatı | Məişət texnikası və elektronikanın təmiri və nəzarət,Qurğu və texnologiyalar,True,https://www.instagram.com/pentagroup.az/,,,Bakı,Sabunçu,Sakit Qocayev,31,,"40.410944,49.970056",mon: 10:00-18:00; tue: 10:00-18:00; wed: 10:00-18:00; thu: 10:00-18:00; fri: 10:00-18:00,1
Jadera.az,,,4.0,,0,Moda və stil | Qadın aksesuarları,Moda və stil,True,https://www.instagram.com/jadera.az/,,,Bakı,Xətai,Sarayevo,23,Diaqnoz Tibb Mərkəzinin yaxınlığı,"40.386768,49.964581",mon: 11:00-22:00; tue: 11:00-22:00; wed: 11:00-22:00; thu: 11:00-22:00; fri: 11:00-22:00; sat: 11:00-22:00; sun: 11:00-22:00,1
Dost Telefon,,,2.0,,0,Qurğu və texnologiyalar | Mobil rabitə və internet | Telefon və Cihazlar | Məişət texnikası | Məişət texnikası və elektronikanın təmiri və nəzarət | Аксессуары и инструменты для ремонта смартфонов,Qurğu və texnologiyalar,True,https://www.instagram.com/dostelefon,,,Bakı,Binəqədi,Mərkəzi,217,,"40.465952,49.829051",mon: 09:00-21:00; tue: 09:00-21:00; wed: 09:00-21:00; thu: 09:00-21:00; fri: 09:00-21:00; sat: 09:00-21:00; sun: 09:00-21:00,1
Fresh Cleaning,+994508380609,,5.0,,0,"Moda və stil | Tikiş, təmir və nəzarət | Quru təmizləmə və camaşırxana",Moda və stil,True,https://www.instagram.com/freshcleaningbaku/,,,Bakı,Yasamal,Online,,,"40.378009,49.85344",mon: 09:30-19:00; tue: 09:30-19:00; wed: 09:30-19:00; thu: 09:30-19:00; fri: 09:30-19:00; sat: 09:30-19:00; sun: 09:30-19:00,1
Bakfon,,https://bakfon.az/,5.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar | Məişət texnikası,Qurğu və texnologiyalar,True,https://www.instagram.com/bakfon_electronics/,https://www.facebook.com/p/Bakfon-Electronics-100092403835271/,,Bakı,Nəsimi,Nizami,119,Azərbaycan Fransız Universitetinin yaxınlığında,"40.376665,49.852349",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
City Play Uşaq Əyləncə,,,4.0,,0,İstirahət və əyləncə | Əyləncə | Oyun və əyləncələr | Uşaqlar üçün əyləncə,İstirahət və əyləncə,True,https://www.instagram.com/cityplay.eylence/,https://www.facebook.com/p/City-Play-%C6%8Fyl%C9%99nc%C9%99-M%C9%99rk%C9%99zi-61557376478042/,,Bakı,Xətai,Süleyman Vəzirov küçəsinin və Babək prospektinin kəsişməsi,,City Park Mall 3-cü mərtəbə,"40.389086,49.891028",mon: 10:00-22:30; tue: 10:00-22:30; wed: 10:00-22:30; thu: 10:00-22:30; fri: 10:00-22:30; sat: 10:00-22:30; sun: 10:00-22:30,1
Komfort İnşaat,,,2.0,,0,Ev və məişət | Tikinti,Ev və məişət,True,https://www.instagram.com/komfortinsaat.az/,,,Bakı,Binəqədi,Sumqayıt şossesi,,"Eurohome tikinti bazarı, Mağaza № 201","40.440499,49.776959",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
