store_name,phone_numbers,website,cashback_percentage,rating,rating_count,categories,main_category,active,instagram,facebook,notes,city,district,street,house,address_notes,coordinates,operating_hours,total_locations
S-Lady,,,2.0,,0,Moda və stil | Qadın geyimləri,Moda və stil,True,https://www.instagram.com/s.lady.fashionn/,,,Bakı,Yasamal,Şərifzadə,140,,"40.387665,49.803417",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 09:00-20:00,1
AF Baku,+994000000000,,2.0,,,Moda və stil | Kişi geyimləri | Kişi ayaqqabıları | Kişi aksesuarları | Moda və stil | Kişi geyimləri | Kişi ayaqqabıları | Kişi aksesuarları,Moda və stil,True,,,,Bakı,Nizami,Əlif Hacıyev,46,Beynəlxalq Bankın yaxınlığı,"40.418787,49.933581",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,2
DETAL-AZ BABEK,+994000000000,,1.0,,,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey","Avto, moto və digər nəqliyyat",True,,,,Bakı,Xətai,Babek pr,,,"40.392551,49.91842",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Farmagan,,,1.0,,,Gözəllik və sağlamlıq | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/farmagan.azerbaijan/,,,Bakı,Binəqədi,Online mağaza,,Online mağaza,"40.378009,49.85344",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
ARAZ ACADEMY,+994000000000,,1.0,,,İş və təhsil | Təhsil və inkişaf,İş və təhsil,True,https://www.instagram.com/arazxaricdetehsil?igsh=Nnlkd3NmdXR5dmVj,,,Bakı,Səbail,Əhməd Cavad,3,,"40.368622,49.830455",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Continental AVTOSERVIS,,,3.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtokimya, avtokosmetika, avtoyağlar | Disk və təkərlər | Avtoservis","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/continental_avtoservis/,,,Bakı,Nəsimi,28 may,120F,,"40.379679,49.859191",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Autohome,,,2.0,,,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/autohome.baku/,,,Bakı,Yasamal,İsmayıl bəy Qutqaşınlı,10,,"40.380427,49.819601",mon: 09:30-18:30; tue: 09:30-18:30; wed: 09:30-18:30; thu: 09:30-18:30; fri: 09:30-18:30; sat: 09:30-18:30; sun: 09:30-18:30,1
Star Market,,,1.0,,0,Supermarketlər,Supermarketlər,True,,,,Bakı,Suraxanı,Səttar Bəhlulzadə,73,Megastore yaxınlığı,"40.435145,49.978487",mon: 08:00-03:00; tue: 08:00-03:00; wed: 08:00-03:00; thu: 08:00-03:00; fri: 08:00-03:00; sat: 08:00-03:00; sun: 08:00-03:00,1
Ucuz Stor,,,1.0,5.0,1,Supermarketlər | Supermarketlər,Supermarketlər,True,,,,Bakı,Yasamal,Dadaş Bünyadzadə,3,29 polis bölməsinin yanı,"40.39487,49.796582",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,2
Darling,+994502733825,,2.0,,0,Brendlər,Brendlər,True,,,,Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Central mobile,,,2.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,https://www.instagram.com/centralmobilaz/,,,Bakı,Nəsimi,Səməd Vurğun,34,AF mall,"40.376334,49.841782",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Deluxe Pro,+994773440000,,3.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtoservis","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/deluxe_pro_baku/,,,Bakı,Nərimanov,Gülarə Qədirbəyova,63,,"40.394067,49.861939",mon: 09:00-23:00; tue: 09:00-23:00; wed: 09:00-23:00; thu: 09:00-23:00; fri: 09:00-23:00; sat: 09:00-23:00; sun: 09:00-23:00,1
Go Drive,,,10.0,,0,"Avto, moto və digər nəqliyyat | Taksi və avtomobil kirayəsi","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/godriverent_az?igsh=dTA5dXdleW80Y3R5,,,Bakı,Xətai,Yusif Səfərov,4,,"40.376872,49.865965",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
VEF Aksesuar,,,2.0,,0,Qurğu və texnologiyalar | Audio avadanlıq və aksessuarlar | Avtomobil elektronikası | Telefon və Cihazlar,Qurğu və texnologiyalar,True,,,,Bakı,Nəsimi,Füzuli,81,,"40.379882,49.846844",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Travel Lab,+994103001101,,2.0,,0,Gəzinti və səyahətlər | Turlar | Biletlər | Otellər | Viza dəstəyi,Gəzinti və səyahətlər,True,https://www.instagram.com/travellab.az/,,,Bakı,Yasamal,Cəfər Cabbarlı,40,Caspian Business Center,"40.384396,49.828666",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 11:00-16:00,1
Capcan Beauty Shop,,,2.0,,0,Gözəllik və sağlamlıq | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/capcan.beauty/,,,Bakı,Nəsimi,Süleyman Rəhimov,201,Nikola Tesla parkının içində,"40.381132,49.847958",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Es&Si Gallery,,,2.0,,0,Gözəllik və sağlamlıq | Dekorativ kosmetika | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,https://www.instagram.com/essigallery/,,,Bakı,Nərimanov,Fatali Xan Xoyski,887,,"40.401581,49.855211",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Vega Elektronics,,,2.0,,0,Qurğu və texnologiyalar | Audio avadanlıq və aksessuarlar | TV və video | Məişət texnikası | Ev və məişət | Sobalar,Qurğu və texnologiyalar,True,https://www.instagram.com/vega_elektronics/,,,Bakı,Qaradağ,Xocəsən yolu,57,"Abşeron TM. Korpus 1, Mağaza 1, Prestij A","40.324247,49.765128",mon: 09:00-17:00; tue: 09:00-17:00; wed: 09:00-17:00; thu: 09:00-17:00; fri: 09:00-17:00; sat: 09:00-17:00; sun: 09:00-17:00,1
Disk 014 Təkər Evi,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Disk və təkərlər","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/disk__014/,,,Bakı,Xətai,Babək prospekti,,Maşın bazarı,"40.393877,49.93859",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
King Man Baku,,,2.0,,0,Moda və stil | Kişi geyimləri | Kişi ayaqqabıları | Kişi aksesuarları,Moda və stil,True,https://www.instagram.com/king_man_baku/,,,Bakı,Suraxanı,Samir Cəfərov,20A,,"40.383854,49.979489",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Starline Azerbaijan,,https://starline.az,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avtomobil üçün elektrik avadanlıq | Əlavə qurğular","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/starline.azerbaijan/,,,Bakı,Binəqədi,Həmzə Babaşov,15,,"40.418147,49.837688",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00,1
Şahin Electronics,,,1.5,,0,Qurğu və texnologiyalar | Məişət texnikası,Qurğu və texnologiyalar,True,https://www.instagram.com/shahin_electronics/,,,Bakı,Nizami,Şixəli Qurbanov,,,"40.378369,49.831173",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
BREEZY,,,3.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,,,,Bakı,Xətai,Mərkəzi bulvar,2,Ağ Şəhər,"40.38436,49.881217",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
M Store,,,2.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,https://www.instagram.com/samsung_telecom/,,,Bakı,Nizami,Rüstəm Rüstəmov,27,,"40.409882,49.941558",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,1
Gunay Beauty Store,,,1.5,,0,Gözəllik və sağlamlıq | Parfümeriya | Dekorativ kosmetika | Kosmetika və qulluq məhsulları,Gözəllik və sağlamlıq,True,,,,Bakı,Nəsimi,Rəşid Behbutov,66 A,Üzeyir Hacıbəyov adına Milli Konservatoriya ilə üz bə üz,"40.37728,49.845282",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,1
Yes Accessories,,,2.0,,0,Moda və stil | Qadın aksesuarları | Saat və zinyat əşyaları,Moda və stil,True,,,,Bakı,Xətai,28 may,78A,Səməd Vurğun parkının yanı,"40.377405,49.850759",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 09:00-20:00,1
D3 Aptek,,,1.0,,0,Gözəllik və sağlamlıq | Apteklər,Gözəllik və sağlamlıq,True,,,,Bakı,Xətai,Gəncə prospekti,285,Dua ed restoran ilə üz bə üz,"40.360391,49.961038",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,1
ACOM,,https://acom.az,2.0,,0,Ev və məişət | Ev üçün təhlükəsizlik,Ev və məişət,True,https://www.instagram.com/acom.az_gence?igsh=aHplaDg4b2VwMGMx,,,Bakı,Binəqədi,Süleyman Sani Axundov,363 A,Bakı Dövlət İmtahan mərkəzinin yanı ,"40.428527,49.852534",mon: 10:00-18:00; tue: 10:00-18:00; wed: 10:00-18:00; thu: 10:00-18:00; fri: 10:00-18:00; sat: 10:00-18:00; sun: 10:00-18:00,1
Kuxna Mebeli,,,3.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar | Tikinti",Ev və məişət,True,https://www.instagram.com/kuxnamebeli/,,,Bakı,Binəqədi,Rövşən Hüseynov,,,"40.417216,49.830217",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
AN Clothes Boutique,,https://shorturl.at/FHjEL,3.0,,0,Moda və stil | Qadın geyimləri | Qadın ayaqqabıları | Qadın aksesuarları | Kişi geyimləri | Kişi ayaqqabıları,Moda və stil,True,https://www.instagram.com/an.showroom.an/,,,Bakı,Nəsimi,Səməd Vurğun,110,Vurğun Residence 1-ci mərtəbə,"40.384016,49.838871",mon: 12:00-20:00; tue: 12:00-20:00; wed: 12:00-20:00; thu: 12:00-20:00; fri: 12:00-20:00; sat: 12:00-20:00; sun: 12:00-20:00,1
Dürməkchi,,,2.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/durmekchi/,,,Bakı,Nərimanov,Yanvar Nasirov,19/21,,"40.393,49.877944",mon: 11:00-23:00; tue: 11:00-23:00; wed: 11:00-23:00; thu: 11:00-23:00; fri: 11:00-23:00; sat: 11:00-23:00; sun: 11:00-23:00,1
ID TECH,,,2.0,,0,İş və təhsil | Təhsil və inkişaf,İş və təhsil,True,https://www.instagram.com/idtech_academy/,,,Bakı,Xətai,Afiyəddin Cəlilov,,Azure biznes center 2-ci mərtəbə,"40.379485,49.875227",mon: 09:00-18:00; tue: 09:00-18:00; wed: 09:00-18:00; thu: 09:00-18:00; fri: 09:00-18:00; sat: 09:00-18:00; sun: 09:00-18:00,1
Gümüş Məkanı,,,2.0,,0,Moda və stil | Saat və zinyat əşyaları,Moda və stil,True,https://www.instagram.com/gumush_mekani/,,,Bakı,Binəqədi,Cavadxan,19,,"40.411042,49.813228",mon: 11:00-20:00; tue: 11:00-20:00; wed: 11:00-20:00; thu: 11:00-20:00; fri: 11:00-20:00; sat: 11:00-20:00; sun: 11:00-20:00,1
Vesba Shoes,,,5.0,,0,Moda və stil | Qadın ayaqqabıları,Moda və stil,True,https://www.instagram.com/vesba_shoes/,,,Bakı,Nəsimi,Moskva prospekti,,Park 20 Shopping,"40.403378,49.809245",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Why,+994103228444,,5.0,,0,Restoran və kafelər | Kofe evləri | İstirahət və əyləncə | Əyləncə | Kofe evləri,Restoran və kafelər,True,https://www.instagram.com/why.baku/,,,Bakı,Xətai,Park kvartalı,, Bari Tower,"40.382984,49.894012",mon: 08:00-00:00; tue: 08:00-00:00; wed: 08:00-00:00; thu: 08:00-00:00; fri: 08:00-00:00; sat: 08:00-00:00; sun: 08:00-00:00,1
Millenium,+994124064335,,2.0,,0,Brendlər,Brendlər,True,,,"Diqqət! Əgər bir məhsul digər məhsullarla aksiyada iştirak edirsə ( məsələn, iki məhsul birinin qiymətinə və ya iki məhsulu endirim ilə bir qablaşdırılmada əldə edirsinizsə və s.) UMICO bonusları ilə keşbek hesablanmır.",Bakı,Səbail,Səməd Vurğun,3,,"40.371532,49.842666",mon: None-None; tue: None-None; wed: None-None; thu: None-None; fri: None-None; sat: None-None; sun: None-None,150
Dream Tech,,,4.0,,0,"Qurğu və texnologiyalar | Telefon və Cihazlar | Foto, video kameralar və aksessuarlar",Qurğu və texnologiyalar,True,https://www.instagram.com/dreamtech_az/,,,Bakı,Binəqədi,Online mağaza,,,"40.378009,49.85344",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 10:00-18:00,1
Samsung Galaxy,,,2.0,,0,Qurğu və texnologiyalar | Telefon və Cihazlar,Qurğu və texnologiyalar,True,https://www.instagram.com/samsung_galaxxy/,,,Bakı,Nərimanov,Təbriz,,Ağ çiçəyim gül salonunun yaxınlığı,"40.402894,49.871603",mon: 09:00-00:00; tue: 09:00-00:00; wed: 09:00-00:00; thu: 09:00-00:00; fri: 09:00-00:00; sat: 09:00-00:00; sun: 09:00-00:00,2
The Lamp,,,2.0,,0,"Ev və məişət | İşıqlandırma və elektrik | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/thelampbaku/,,,Bakı,Nərimanov,Şah İsmayıl Xətai,47,,"40.388189,49.857909",mon: 08:00-20:00; tue: 08:00-20:00; wed: 08:00-20:00; thu: 08:00-20:00; fri: 08:00-20:00; sat: 08:00-20:00; sun: 08:00-20:00,1
Düşbərə,+994124939669,,3.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/dushbara_restaurant/,,,Bakı,Səbail,Xəqani,4,Rus Dram Teatrı ilə üzbəüz,"40.372209,49.841074",mon: 10:00-00:00; tue: 10:00-00:00; wed: 10:00-00:00; thu: 10:00-00:00; fri: 10:00-00:00; sat: 10:00-00:00; sun: 10:00-00:00,1
Tiffany Lamps,,https://www.tiffanylamps.az/,2.0,,0,"Ev və məişət | İşıqlandırma və elektrik | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/tiffanylamps.az/,https://www.facebook.com/TiffanyLamps.az/,,Bakı,Nəsimi,Bəşir Səfəroğlu,142,,"40.374345,49.836807",mon: 11:00-19:00; tue: 11:00-19:00; wed: 11:00-19:00; thu: 11:00-19:00; fri: 11:00-19:00; sat: 11:00-19:00; sun: 11:00-19:00,1
David O'stin,,,2.0,,0,İstirahət və əyləncə | Bayram üçün hər şey | Təbii güllər və hədiyyə buketləri,İstirahət və əyləncə,True,https://www.instagram.com/davidostinbaku/,,,Bakı,Nəsimi,Azadlıq prospekti,185,,"40.42234,49.837065",mon: 09:00-00:00; tue: 09:00-00:00; wed: 09:00-00:00; thu: 09:00-00:00; fri: 09:00-00:00; sat: 09:00-00:00; sun: 09:00-00:00,1
Sky Group Travel,,,2.0,,0,Gəzinti və səyahətlər | Turlar | Viza dəstəyi,Gəzinti və səyahətlər,True,https://www.instagram.com/skygroup_travel/,https://www.facebook.com/skytravelaz,,Bakı,Nəsimi,Səməd Vurğun,34,AF Mall T/M 2-ci mərtəbə,"40.376519,49.841656",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-16:00; sun: 10:00-16:00,1
Fragrance Lab,,,2.0,,0,Gözəllik və sağlamlıq | Parfümeriya,Gözəllik və sağlamlıq,True,https://www.instagram.com/fragrance_lab__/,,,Bakı,Yasamal,Şıxəli Qurbanov,21,Nizami m/st,"40.378248,49.831224",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Emalatkhana art space & cafe,,,4.0,,0,Restoran və kafelər | Restoran və kafelər | İstirahət və əyləncə | Restoran və kafelər,Restoran və kafelər,True,https://www.instagram.com/emalatkhana.art_space.cafe/,,,Bakı,Nəsimi,Bəşir Səfəroğlu,136,,"40.374076,49.83612",mon: 11:00-03:00; tue: 11:00-03:00; wed: 11:00-03:00; thu: 11:00-03:00; fri: 11:00-03:00; sat: 11:00-03:00; sun: 11:00-03:00,1
Buji Room,,,2.0,,0,Moda və stil | Qadın aksesuarları,Moda və stil,True,https://www.instagram.com/buji_room/,,,Bakı,Nizami,Qara Qarayev prospekti,209,,"40.409805,49.944001",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Benjamin Coffee,,,3.0,,0,Restoran və kafelər | Kofe evləri | İstirahət və əyləncə | Əyləncə | Kofe evləri,Restoran və kafelər,True,https://www.instagram.com/benjamincoffeeroastery/,https://www.facebook.com/profile.php?id=61569645643044,,Bakı,Nərimanov,Fətəli Xan Xoyski,182,Nərimanov m/s yaxınlığı,"40.404878,49.867948",mon: 08:00-23:00; tue: 08:00-23:00; wed: 08:00-23:00; thu: 08:00-23:00; fri: 08:00-23:00; sat: 08:00-23:00; sun: 08:00-23:00,1
Eco Clean,,https://ecoclean.az/,3.0,,0,"Moda və stil | Tikiş, təmir və nəzarət | Quru təmizləmə və camaşırxana",Moda və stil,True,https://www.instagram.com/ecoclean.az/,,,Bakı,Nəsimi,Füzuli,39,"28 may, Qış Parkı","40.377154,49.836925",mon: 09:00-20:00; tue: 09:00-20:00; wed: 09:00-20:00; thu: 09:00-20:00; fri: 09:00-20:00; sat: 09:00-20:00; sun: 10:00-17:00,1
Tudors,,https://tudors.az/,3.0,,0,Moda və stil | Kişi geyimləri | Kişi aksesuarları,Moda və stil,True,https://www.instagram.com/tudors.azerbaijan/?hl=en,https://www.facebook.com/tudors.azerbaijan/?locale=az_AZ,"• Umico bonusları xüsusi endirim günlərində keçərli deyil
• Bonuslar endirimli və kampaniyalı məhsullarda tətbiq olunmur
• Bonuslar digər loyallıq proqramları ilə birləşdirilə bilməz",Bakı,Səbail,M.Ə.Rəsulzadə,8,Tarqovaya,"40.369901,49.836964",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,2
Tom Bag Baku,+994508894040,,3.0,,0,"Moda və stil | Qadın aksesuarları | Çantalar, baqaj, çətir",Moda və stil,True,https://www.instagram.com/tombagbaku/,https://www.facebook.com/tombagbaku,,Bakı,Nəsimi,Səməd Vurğun,,AF Mall 4cü mərtəbə,"40.376451,49.841541",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Ufaklık,+994124651947,,2.0,,0,Moda və stil | Uşaq geyimləri | Uşaq ayaqqabıları | Uşaq aksesuarları | Uşaq və analara | Uşaq oyunları və oyuncaqlar | Uşaq geyimləri | Uşaq ayaqqabıları | Uşaq aksesuarları,Uşaq və analara,True,https://www.instagram.com/ufaklik_az/,,,Bakı,Nərimanov,F.X.Xoyski,136 (198F),,"40.40559,49.869215",mon: 10:00-21:00; tue: 10:00-21:00; wed: 10:00-21:00; thu: 10:00-21:00; fri: 10:00-21:00; sat: 10:00-21:00; sun: 10:00-21:00,1
Smart  Mix,,,2.0,,0,"Qurğu və texnologiyalar | Telefon və Cihazlar | Foto, video kameralar və aksessuarlar",Qurğu və texnologiyalar,True,https://www.instagram.com/smartmix_25/,,,Bakı,Səbail,Xaqani,,Xaqani TM 2-ci mərtəbə,"40.372017,49.839575",mon: 10:00-22:00; tue: 10:00-22:00; wed: 10:00-22:00; thu: 10:00-22:00; fri: 10:00-22:00; sat: 10:00-22:00; sun: 10:00-22:00,1
Zuleyxa Mebel,,,2.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/zuleykha_mebel/,,,Bakı,Nizami,Qara Qarayev,122,"Xalqlar dostluğu mst.,Bazar Store yanı","40.397913,49.951528",fri: 10:00-19:30; sat: 10:00-19:30; sun: 10:00-19:30; mon: 10:00-19:30; tue: 10:00-19:30; wed: 10:00-19:30; thu: 10:00-19:30,1
CFMOTO Azerbaijan,,,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Avto alət | Avtoservis | Moto texnika","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/cfmoto_azerbaijan/,,,Bakı,Xətai,Məhəmməd Hadi,241,,"40.380885,49.953406",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00; sun: 10:00-19:00,1
Radioklab,,,2.0,,0,Qurğu və texnologiyalar | Audio avadanlıq və aksessuarlar | Məişət texnikası və elektronikanın təmiri və nəzarət,Qurğu və texnologiyalar,True,https://www.instagram.com/radioklab_mmc/,https://www.facebook.com/radioklab/,,Bakı,Xətai,Mərkəzi Bulvar,4,Ağ şəhər,"40.384699,49.883301",mon: 10:00-19:00; tue: 10:00-19:00; wed: 10:00-19:00; thu: 10:00-19:00; fri: 10:00-19:00; sat: 10:00-19:00,1
DiscGallery,,,3.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey | Disk və təkərlər","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/disk_teker_evi_/,https://www.facebook.com/share/p/164zpg6zSr/?mibextid=wwXIfr,,Bakı,Xətai,Babək prospekti,,Maşın bazarı,"40.393734,49.938106",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
MS Dental,,,2.0,,0,Gözəllik və sağlamlıq | Diş həkimi,Gözəllik və sağlamlıq,True,https://www.instagram.com/ms_dental_klinika/,,,Bakı,Xətai,Gəncə prospekti,34,,"40.361004,49.960573",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Fenomen,,,2.0,,0,Moda və stil | Kişi ayaqqabıları,Moda və stil,True,https://www.instagram.com/fenomen.ayaqqabi/,,,Bakı,Nizami,Q.Qarayev və B.Nuriyev küçələrinin kəsişməsi,,Laçın ticarət mərkəzi,"40.399936,49.951427",mon: 09:00-19:00; tue: 09:00-19:00; wed: 09:00-19:00; thu: 09:00-19:00; fri: 09:00-19:00; sat: 09:00-19:00; sun: 09:00-19:00,1
Premium filter,,,8.0,,0,Ev və məişət | Santexnika və su təchizatı,Ev və məişət,True,https://www.instagram.com/premiumfilter.az/,,,Bakı,Xəzər,Abbasqulu ağa Bakixanov,241,,"40.463596,50.09574",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Mezuro Parfum,,,3.0,,0,Gözəllik və sağlamlıq | Parfümeriya,Gözəllik və sağlamlıq,True,https://www.instagram.com/mezuroparfum/,,,Bakı,Binəqədi,Süleyman Sani Axundov,8,,"40.425196,49.845141",mon: 11:00-20:30; tue: 11:00-20:30; wed: 11:00-20:30; thu: 11:00-20:30; fri: 11:00-20:30; sat: 11:00-20:30; sun: 11:00-20:30,1
Beyosa,,,2.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/beyosa.az/,,,Bakı,Nəsimi,Həsən Əliyev,245,Avrasiya hospitalın yanı,"40.398004,49.829288",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
Diamond Tuning & Detailing,+994508202288,https://www.detailing.az/,2.0,,0,"Avto, moto və digər nəqliyyat | Maşın üçün hər şey","Avto, moto və digər nəqliyyat",True,https://www.instagram.com/diamondtuning/following/,https://www.facebook.com/diamondtuning.az/,,Bakı,Suraxanı,Səttar Bəhlulzadə,52A,,"40.432598,49.983488",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
KORKMAZ,,,3.0,,0,"Ev və məişət | Mebel, interyer və ev üçün məhsullar",Ev və məişət,True,https://www.instagram.com/korkmaz_azerbaijan_/,,,Bakı,Xətai,Xudu Məmmədov,17F,,"40.372777,49.947362",mon: 10:00-20:00; tue: 10:00-20:00; wed: 10:00-20:00; thu: 10:00-20:00; fri: 10:00-20:00; sat: 10:00-20:00; sun: 10:00-20:00,1
